,id,src,caption,start,end,width,height
0,46,/mnist_png/training/8/46.png,8,0,0,200.0,28
0,57099,/mnist_png/training/7/57099.png,7,31223.9228515625,41223.9228515625,200.0,28
0,4651,/mnist_png/training/2/4651.png,2,46269.388916015625,56269.388916015625,200.0,28
0,41606,/mnist_png/training/0/41606.png,0,61326.851806640625,71326.85180664062,200.0,28
0,16913,/mnist_png/training/4/16913.png,4,76388.38891601562,86388.38891601562,200.0,28
0,3142,/mnist_png/training/2/3142.png,2,91437.76684570312,101437.76684570312,200.0,28
0,22849,/mnist_png/training/8/22849.png,8,106481.26782226562,116481.26782226562,200.0,28
0,59311,/mnist_png/training/5/59311.png,5,121539.03881835938,131539.03881835938,200.0,28
0,56665,/mnist_png/training/2/56665.png,2,136600.62890625,146600.62890625,200.0,28
0,54214,/mnist_png/training/0/54214.png,0,151652.18310546875,161652.18310546875,200.0,28
0,41395,/mnist_png/training/9/41395.png,9,166710.56494140625,176710.56494140625,200.0,28
0,53738,/mnist_png/training/4/53738.png,4,181758.98681640625,191758.98681640625,200.0,28
0,825,/mnist_png/training/0/825.png,0,196805.86865234375,206805.86865234375,200.0,28
0,865,/mnist_png/training/8/865.png,8,211869.9208984375,221869.9208984375,200.0,28
0,6708,/mnist_png/training/0/6708.png,0,226915.76196289062,236915.76196289062,200.0,28
0,34083,/mnist_png/training/1/34083.png,1,241965.97192382812,251965.97192382812,200.0,28
0,10929,/mnist_png/training/9/10929.png,9,257013.083984375,267013.083984375,200.0,28
0,2316,/mnist_png/training/1/2316.png,1,272065.634765625,282065.634765625,200.0,28
0,52606,/mnist_png/training/7/52606.png,7,287237.44580078125,297237.44580078125,200.0,28
0,17633,/mnist_png/training/4/17633.png,4,302279.927734375,312279.927734375,200.0,28
0,37715,/mnist_png/training/8/37715.png,8,317338.0808105469,327338.0808105469,200.0,28
0,37871,/mnist_png/training/7/37871.png,7,332426.5029296875,342426.5029296875,200.0,28
0,16040,/mnist_png/training/8/16040.png,8,347516.4699707031,357516.4699707031,200.0,28
0,16812,/mnist_png/training/2/16812.png,2,362603.138671875,372603.138671875,200.0,28
0,43283,/mnist_png/training/0/43283.png,0,377688.8640136719,387688.8640136719,200.0,28
0,25729,/mnist_png/training/0/25729.png,0,392772.52490234375,402772.52490234375,200.0,28
0,48854,/mnist_png/training/4/48854.png,4,407865.2216796875,417865.2216796875,200.0,28
0,40282,/mnist_png/training/6/40282.png,6,422958.7756347656,432958.7756347656,200.0,28
0,56037,/mnist_png/training/7/56037.png,7,438044.5397949219,448044.5397949219,200.0,28
0,43722,/mnist_png/training/7/43722.png,7,453134.1140136719,463134.1140136719,200.0,28
0,37607,/mnist_png/training/1/37607.png,1,468215.5358886719,478215.5358886719,200.0,28
0,3646,/mnist_png/training/6/3646.png,6,483303.4580078125,493303.4580078125,200.0,28
0,49513,/mnist_png/training/4/49513.png,4,498396.36669921875,508396.36669921875,200.0,28
0,24054,/mnist_png/training/9/24054.png,9,513473.6198730469,523473.6198730469,200.0,28
0,38718,/mnist_png/training/1/38718.png,1,528551.7849121094,538551.7849121094,200.0,28
0,19401,/mnist_png/training/4/19401.png,4,543627.5520019531,553627.5520019531,200.0,28
0,48810,/mnist_png/training/6/48810.png,6,558707.6328125,568707.6328125,200.0,28
0,37909,/mnist_png/training/8/37909.png,8,573778.7756347656,583778.7756347656,200.0,28
0,46364,/mnist_png/training/2/46364.png,2,588868.2580566406,598868.2580566406,200.0,28
0,19027,/mnist_png/training/0/19027.png,0,603964.4069824219,613964.4069824219,200.0,28
0,10627,/mnist_png/training/1/10627.png,1,619038.5307617188,629038.5307617188,200.0,28
0,32869,/mnist_png/training/0/32869.png,0,634115.6838378906,644115.6838378906,200.0,28
0,31235,/mnist_png/training/4/31235.png,4,649196.3940429688,659196.3940429688,200.0,28
0,12234,/mnist_png/training/2/12234.png,2,664280.1638183594,674280.1638183594,200.0,28
0,17746,/mnist_png/training/4/17746.png,4,679371.2556152344,689371.2556152344,200.0,28
0,4854,/mnist_png/training/0/4854.png,0,694463.0478515625,704463.0478515625,200.0,28
0,30762,/mnist_png/training/2/30762.png,2,709561.6706542969,719561.6706542969,200.0,28
0,34828,/mnist_png/training/3/34828.png,3,724639.4086914062,734639.4086914062,200.0,28
0,16510,/mnist_png/training/3/16510.png,3,739721.3308105469,749721.3308105469,200.0,28
0,46668,/mnist_png/training/4/46668.png,4,754809.1298828125,764809.1298828125,200.0,28
0,18851,/mnist_png/training/2/18851.png,2,769893.3298339844,779893.3298339844,200.0,28
0,34891,/mnist_png/training/2/34891.png,2,784983.8525390625,794983.8525390625,200.0,28
0,59709,/mnist_png/training/6/59709.png,6,800056.0297851562,810056.0297851562,200.0,28
0,51007,/mnist_png/training/8/51007.png,8,815123.5319824219,825123.5319824219,200.0,28
0,14428,/mnist_png/training/5/14428.png,5,830193.2016601562,840193.2016601562,200.0,28
0,25720,/mnist_png/training/5/25720.png,5,845532.3698730469,855532.3698730469,200.0,28
0,35831,/mnist_png/training/1/35831.png,1,866535.1127929688,876535.1127929688,200.0,28
0,41400,/mnist_png/training/6/41400.png,6,887536.4689941406,897536.4689941406,200.0,28
0,55948,/mnist_png/training/4/55948.png,4,908527.7575683594,918527.7575683594,200.0,28
0,25189,/mnist_png/training/1/25189.png,1,929590.466796875,0,200.0,28
0,53713,/mnist_png/training/4/53713.png,4,1167149.1457519531,1177149.1457519531,200.0,28
0,17523,/mnist_png/training/4/17523.png,4,1309219.8488769531,1319219.8488769531,200.0,28
0,39165,/mnist_png/training/6/39165.png,6,1376276.015625,1386276.015625,200.0,28
0,37822,/mnist_png/training/0/37822.png,0,1397275.3159179688,1407275.3159179688,200.0,28
0,40734,/mnist_png/training/3/40734.png,3,1685092.833984375,1695092.833984375,200.0,28
0,7921,/mnist_png/training/1/7921.png,1,1753150.5817871094,1763150.5817871094,200.0,28
0,16009,/mnist_png/training/4/16009.png,4,1774108.5458984375,1784108.5458984375,200.0,28
0,38517,/mnist_png/training/7/38517.png,7,2111274.6137695312,2121274.6137695312,200.0,28
0,33032,/mnist_png/training/6/33032.png,6,2132208.3850097656,2142208.3850097656,200.0,28
0,51616,/mnist_png/training/3/51616.png,3,2153209.8498535156,2163209.8498535156,200.0,28
0,46640,/mnist_png/training/5/46640.png,5,2174221.4389648438,2184221.4389648438,200.0,28
0,11203,/mnist_png/training/2/11203.png,2,2195209.690673828,2205209.690673828,200.0,28
0,21429,/mnist_png/training/7/21429.png,7,2216208.6018066406,2226208.6018066406,200.0,28
0,3122,/mnist_png/training/1/3122.png,1,2237209.203857422,2247209.203857422,200.0,28
0,27008,/mnist_png/training/8/27008.png,8,2258208.1677246094,2268208.1677246094,200.0,28
0,20131,/mnist_png/training/1/20131.png,1,2279212.091796875,2289212.091796875,200.0,28
0,34408,/mnist_png/training/2/34408.png,2,2300209.957763672,2310209.957763672,200.0,28
0,49469,/mnist_png/training/9/49469.png,9,2321207.6689453125,2331207.6689453125,200.0,28
0,36532,/mnist_png/training/1/36532.png,1,3023281.6127929688,3033281.6127929688,200.0,28
0,5131,/mnist_png/training/0/5131.png,0,3044538.543701172,3054538.543701172,200.0,28
0,22324,/mnist_png/training/8/22324.png,8,3064305.104736328,3074305.104736328,200.0,28
0,54812,/mnist_png/training/0/54812.png,0,3085305.891845703,3095305.891845703,200.0,28
0,10174,/mnist_png/training/6/10174.png,6,3106307.4287109375,3116307.4287109375,200.0,28
0,27064,/mnist_png/training/1/27064.png,1,3127300.770751953,3137300.770751953,200.0,28
0,13421,/mnist_png/training/7/13421.png,7,3148308.21875,3158308.21875,200.0,28
0,36321,/mnist_png/training/2/36321.png,2,3169317.9487304688,3179317.9487304688,200.0,28
0,10183,/mnist_png/training/9/10183.png,9,3190308.375732422,3200308.375732422,200.0,28
0,17798,/mnist_png/training/7/17798.png,7,3211304.791748047,3221304.791748047,200.0,28
0,41436,/mnist_png/training/3/41436.png,3,3232308.9946289062,3242308.9946289062,200.0,28
0,19653,/mnist_png/training/2/19653.png,2,3253307.063720703,3263307.063720703,200.0,28
0,59178,/mnist_png/training/3/59178.png,3,3274310.5407714844,3284310.5407714844,200.0,28
0,50491,/mnist_png/training/3/50491.png,3,5618583.094970703,5628583.094970703,200.0,28
0,48387,/mnist_png/training/6/48387.png,6,5639604.6357421875,5649604.6357421875,200.0,28
0,42831,/mnist_png/training/7/42831.png,7,5671979.226806641,5681979.226806641,200.0,28
0,1511,/mnist_png/training/4/1511.png,4,5692970.75390625,5702970.75390625,200.0,28
0,49419,/mnist_png/training/0/49419.png,0,5713972.235839844,5723972.235839844,200.0,28
0,31465,/mnist_png/training/1/31465.png,1,5734981.1220703125,5744981.1220703125,200.0,28
0,31929,/mnist_png/training/5/31929.png,5,5755968.617919922,5765968.617919922,200.0,28
0,45098,/mnist_png/training/8/45098.png,8,5776974.167724609,5786974.167724609,200.0,28
0,16975,/mnist_png/training/0/16975.png,0,5797967.266845703,5807967.266845703,200.0,28
0,22445,/mnist_png/training/0/22445.png,0,5818980.0009765625,5828980.0009765625,200.0,28
0,21515,/mnist_png/training/3/21515.png,3,5839968.994873047,5849968.994873047,200.0,28
0,28199,/mnist_png/training/3/28199.png,3,5860993.0859375,5870993.0859375,200.0,28
0,48996,/mnist_png/training/9/48996.png,9,5881968.665771484,5891968.665771484,200.0,28
0,52508,/mnist_png/training/0/52508.png,0,5902974.563720703,5912974.563720703,200.0,28
