,id,src,caption,start,end,width,height
0,237011,/val2014/COCO_val2014_000000237011.jpg,a pizza sitting on a plate next to some drinks,0,0,899.2974238875878,600
0,107954,/val2014/COCO_val2014_000000107954.jpg,The keyboard and computer mouse are sitting on the desk.,42543.326416015625,46543.326416015625,532.8,600
0,502798,/val2014/COCO_val2014_000000502798.jpg,a brown and black ox and a white and black one and grass ,50652.67041015625,54652.67041015625,899.2974238875878,600
0,49005,/val2014/COCO_val2014_000000049005.jpg,A pitcher is warming up while the other team watches.,58727.0361328125,62727.0361328125,800.0,600
0,3580,/val2014/COCO_val2014_000000003580.jpg,A man sitting on a touch holding a game controller.,66692.04296875,70692.04296875,800.0,600
0,425004,/val2014/COCO_val2014_000000425004.jpg,"Onion rings, a hot dog, and a sandwich are on a tray.",74752.99633789062,78752.99633789062,800.0,600
0,470513,/val2014/COCO_val2014_000000470513.jpg,A man is walking along the beach holding a surfboard and a fishing pole.,82661.90209960938,86661.90209960938,600.0,600
0,101246,/val2014/COCO_val2014_000000101246.jpg,Group of people watching kites being flown. ,90891.81518554688,94891.81518554688,800.0,600
0,70434,/val2014/COCO_val2014_000000070434.jpg,"The bathroom has a sink, toilet, and glass shower.",98662.18505859375,102662.18505859375,399.375,600
0,46859,/val2014/COCO_val2014_000000046859.jpg,A baseball player taking a swing at a ball.,106843.193359375,110843.193359375,895.104895104895,600
0,257060,/val2014/COCO_val2014_000000257060.jpg,A pizza being cut on top of a pizza pan.,114938.88525390625,118938.88525390625,800.0,600
0,41488,/val2014/COCO_val2014_000000041488.jpg,"The road sign says ""East 278 Queens Bronx""",122977.16137695312,126977.16137695312,1040.650406504065,600
0,288923,/val2014/COCO_val2014_000000288923.jpg,A bicycle chained to a pole on a snowy day,131741.3701171875,135741.3701171875,800.0,600
0,478621,/val2014/COCO_val2014_000000478621.jpg,"A man in a suit on a plaza, holding a blue umbrella in the rain.",139199.35424804688,143199.35424804688,899.2974238875878,600
0,30044,/val2014/COCO_val2014_000000030044.jpg,A sign in front of an airplane warning of no smoking.,147035.50122070312,151035.50122070312,899.2974238875878,600
0,329080,/val2014/COCO_val2014_000000329080.jpg,Messy bed next to bed with clothes on it in bright room.,155078.05224609375,159078.05224609375,800.0,600
0,215778,/val2014/COCO_val2014_000000215778.jpg,There is a lap top computer on the desk,162959.03637695312,166959.03637695312,899.2974238875878,600
0,397475,/val2014/COCO_val2014_000000397475.jpg,Friends playing a game of Frisbee in a green park,170926.50439453125,174926.50439453125,903.529411764706,600
0,506540,/val2014/COCO_val2014_000000506540.jpg,A giraffe standing next to a palm tree.,179069.59814453125,183069.59814453125,411.5625,600
0,6040,/val2014/COCO_val2014_000000006040.jpg,A blue and white train is moving on the rails. ,187200.68920898438,191200.68920898438,1094.017094017094,600
0,19559,/val2014/COCO_val2014_000000019559.jpg,Toothbrush holder that contains three toothbrushes and a tube of toothpaste,195105.88134765625,199105.88134765625,600.0,600
0,431173,/val2014/COCO_val2014_000000431173.jpg,A woman that is sitting down with a hotdog.,203217.63720703125,207217.63720703125,800.0,600
0,517674,/val2014/COCO_val2014_000000517674.jpg,A cross walk crossing a street with lots of traffic.,211310.39208984375,215310.39208984375,800.0,600
0,557720,/val2014/COCO_val2014_000000557720.jpg,A large clock shadow on the side of a building.,219074.8271484375,223074.8271484375,901.4084507042253,600
0,104455,/val2014/COCO_val2014_000000104455.jpg,A couple of zebra eating a small pile of hay.,227292.40698242188,231292.40698242188,800.0,600
0,91136,/val2014/COCO_val2014_000000091136.jpg,Some very cute sheep by some very big trees.,235347.81005859375,239347.81005859375,800.0,600
0,324670,/val2014/COCO_val2014_000000324670.jpg,A seagull sitting on the pier with the light house behind him.,243421.41137695312,247421.41137695312,899.2974238875878,600
0,122987,/val2014/COCO_val2014_000000122987.jpg,An adult giraffe sits down while a baby giraffe investigates.,251378.2021484375,255378.2021484375,899.2974238875878,600
0,261679,/val2014/COCO_val2014_000000261679.jpg,"A white kitchen with plenty of counter space, a dishwasher and a oven.",259301.39013671875,263301.39013671875,899.2974238875878,600
0,458054,/val2014/COCO_val2014_000000458054.jpg,A row of white toilets sitting on top of a dirt ground.,267413.5422363281,271413.5422363281,901.4084507042253,600
0,514982,/val2014/COCO_val2014_000000514982.jpg,A couple of white sinks and a mirror in a room.,275293.79638671875,279293.79638671875,398.4375,600
0,180653,/val2014/COCO_val2014_000000180653.jpg,The young couple is enjoying their skiing trip.,283556.3603515625,287556.3603515625,800.0,600
0,74349,/val2014/COCO_val2014_000000074349.jpg,A snowboarder in mid air after a jump ,291483.1552734375,295483.1552734375,901.4084507042253,600
0,123836,/val2014/COCO_val2014_000000123836.jpg,a giraffe checking out the bark on a tree,299532.85400390625,303532.85400390625,800.0,600
0,316912,/val2014/COCO_val2014_000000316912.jpg,A cow and several people on the sidewalk next to a busy street.,307633.4230957031,311633.4230957031,800.0,600
0,135139,/val2014/COCO_val2014_000000135139.jpg,Several green plants that have grown rather tall.,315625.0041503906,319625.0041503906,800.0,600
0,306467,/val2014/COCO_val2014_000000306467.jpg,The four men are performing in costumes. ,323610.9440917969,327610.9440917969,800.0,600
0,328464,/val2014/COCO_val2014_000000328464.jpg,Lone ice boat sailing near a dock on wide frozen water.,331596.9973144531,335596.9973144531,899.2974238875878,600
0,83906,/val2014/COCO_val2014_000000083906.jpg,A bunch of red and white umbrella hanging from ceiling.,339683.13427734375,343683.13427734375,400.3125,600
0,121748,/val2014/COCO_val2014_000000121748.jpg,Two young boys eating carrots while sitting on a bed.,347569.4113769531,351569.4113769531,450.0,600
0,148783,/val2014/COCO_val2014_000000148783.jpg,Two zebra grazing on grass next to each other.,355557.18017578125,359557.18017578125,420.0,600
0,352480,/val2014/COCO_val2014_000000352480.jpg,A wooden table topped with vases full of flowers next to a brick wall.,363698.5192871094,367698.5192871094,800.0,600
0,113836,/val2014/COCO_val2014_000000113836.jpg,A couple of beds sitting next to each other in a room.,371737.9641113281,375737.9641113281,600.0,600
0,230976,/val2014/COCO_val2014_000000230976.jpg,A chalk sign is placed outside on a wall advertising a restaurant. ,379649.29638671875,383649.29638671875,450.0,600
0,229311,/val2014/COCO_val2014_000000229311.jpg,A stainless steel kitchen sink on a black granite countertop.,387764.4482421875,391764.4482421875,800.0,600
0,26378,/val2014/COCO_val2014_000000026378.jpg,An older man takes a pizza out of the oven. ,395697.8522949219,399697.8522949219,800.0,600
0,294695,/val2014/COCO_val2014_000000294695.jpg,two girls walk off the windy beach while a kite flies overhead,403908.2272949219,407908.2272949219,899.2974238875878,600
0,178189,/val2014/COCO_val2014_000000178189.jpg,A air plane that is parked at air port.,411782.287109375,415782.287109375,897.196261682243,600
0,397640,/val2014/COCO_val2014_000000397640.jpg,A man on horseback herds cattle on yellow grass.,419862.68701171875,423862.68701171875,899.2974238875878,600
0,532043,/val2014/COCO_val2014_000000532043.jpg,The cow is standing by himself on the rocky ground. ,427751.4821777344,431751.4821777344,450.0,600
0,266601,/val2014/COCO_val2014_000000266601.jpg,a group of guys sitting around a table eating a meal,435832.03515625,439832.03515625,800.0,600
0,38155,/val2014/COCO_val2014_000000038155.jpg,there are many people on this field playing with a frisbee,443942.93017578125,447942.93017578125,901.4084507042253,600
0,274470,/val2014/COCO_val2014_000000274470.jpg,A black dog next to four different boats. ,451906.5451660156,455906.5451660156,901.4084507042253,600
0,121904,/val2014/COCO_val2014_000000121904.jpg,A kitchen that has many things in the sink and on the counter.,459966.7312011719,463966.7312011719,800.0,600
0,223816,/val2014/COCO_val2014_000000223816.jpg,One brown cow sitting on top of the rocky ground.,467893.5603027344,471893.5603027344,800.0,600
0,366508,/val2014/COCO_val2014_000000366508.jpg,A brown bear walking down a grass covered hillside.,476082.7829589844,480082.7829589844,554.0625,600
0,148620,/val2014/COCO_val2014_000000148620.jpg,a table that has some computers on it,483886.6359863281,487886.6359863281,800.0,600
0,564484,/val2014/COCO_val2014_000000564484.jpg,Three sail boats are traveling in the sea near a tree covered hill.,491874.7961425781,495874.7961425781,1013.1926121372031,600
0,468935,/val2014/COCO_val2014_000000468935.jpg,A city street sign near some very big palm trees.,500090.1472167969,504090.1472167969,450.0,600
0,143503,/val2014/COCO_val2014_000000143503.jpg,Two men are on horses in the street near other people.,508053.59619140625,512053.59619140625,801.670146137787,600
0,175506,/val2014/COCO_val2014_000000175506.jpg,there are two men holding a frisbee together,516017.48291015625,520017.48291015625,899.2974238875878,600
0,147866,/val2014/COCO_val2014_000000147866.jpg,A parking meter next to a parked car.,524172.7380371094,528172.7380371094,450.0,600
0,218736,/val2014/COCO_val2014_000000218736.jpg,A hot dog and soda on a table with a mushroom,532096.5339355469,536096.5339355469,899.2974238875878,600
0,308274,/val2014/COCO_val2014_000000308274.jpg,A man sitting on top of a couch holding a Nintendo Wii game controller.,540202.3920898438,544202.3920898438,800.0,600
0,303016,/val2014/COCO_val2014_000000303016.jpg,a tractor trailer parked in a parking lot,548265.7302246094,552265.7302246094,800.0,600
0,23294,/val2014/COCO_val2014_000000023294.jpg,Four male surfers carrying their boards on a sandy beach.,556261.3540039062,560261.3540039062,899.2974238875878,600
0,114861,/val2014/COCO_val2014_000000114861.jpg,A Styrofoam cup of coffee with a wooden stirrer in it is nearly half drank.,564351.3500976562,568351.3500976562,800.0,600
0,206701,/val2014/COCO_val2014_000000206701.jpg,An apple computer sitting on top of a wooden desk.,572315.0441894531,576315.0441894531,800.0,600
0,271728,/val2014/COCO_val2014_000000271728.jpg,A fat orange cat on a couch beside a TV remote,580339.8530273438,584339.8530273438,899.2974238875878,600
0,406570,/val2014/COCO_val2014_000000406570.jpg,A pile of apples sitting next to a pile of green apples.,588303.0661621094,592303.0661621094,400.3125,600
0,322482,/val2014/COCO_val2014_000000322482.jpg,a close up of a person holding a cell phone,596302.3823242188,600302.3823242188,800.0,600
0,19456,/val2014/COCO_val2014_000000019456.jpg,A man carefully places the food on the pan as a small crowd watches.,604308.7492675781,608308.7492675781,800.0,600
0,183666,/val2014/COCO_val2014_000000183666.jpg,Red and blue train sits along the tracks,612583.0024414062,616583.0024414062,960.0,600
0,572900,/val2014/COCO_val2014_000000572900.jpg,A man holding a white frisbee in his right hand.,620470.2919921875,624470.2919921875,800.0,600
0,212553,/val2014/COCO_val2014_000000212553.jpg,A large living room with a kitchen in the background ,628455.1142578125,632455.1142578125,903.529411764706,600
0,516212,/val2014/COCO_val2014_000000516212.jpg,A cat sitting on top of a microwave oven.,636354.3891601562,640354.3891601562,800.0,600
0,331386,/val2014/COCO_val2014_000000331386.jpg,A double sized transit bus followed by a double deck bus.,644291.9201660156,648291.9201660156,899.2974238875878,600
0,527828,/val2014/COCO_val2014_000000527828.jpg,A boy poses with a fork eagerly with fruit topped pancakes.,652615.986328125,656615.986328125,600.0,600
0,209289,/val2014/COCO_val2014_000000209289.jpg,Two small dogs standing next to each other in a field.,660716.9443359375,664716.9443359375,901.4084507042253,600
0,499423,/val2014/COCO_val2014_000000499423.jpg,A very tall church tower with a clock on the side of it.,676943.5612792969,680943.5612792969,450.0,600
0,510095,/val2014/COCO_val2014_000000510095.jpg,A man is holding a baseball bat. ,693430.8500976562,697430.8500976562,897.196261682243,600
0,112941,/val2014/COCO_val2014_000000112941.jpg,A group of people riding skis down the side of a snow covered mountain.,700780.1811523438,704780.1811523438,800.0,600
0,548126,/val2014/COCO_val2014_000000548126.jpg,a big school bus drives down the street ,708841.2241210938,712841.2241210938,899.2974238875878,600
0,187989,/val2014/COCO_val2014_000000187989.jpg,A group of jets are flying together in a tight formation,717007.5361328125,721007.5361328125,897.196261682243,600
0,551906,/val2014/COCO_val2014_000000551906.jpg,The young men are standing behind a barrier with their surfboards.,724609.2521972656,728609.2521972656,798.3367983367984,600
0,475053,/val2014/COCO_val2014_000000475053.jpg,"A closeup of a black jacket, white shirt and striped tie.",732694.4750976562,736694.4750976562,800.0,600
0,1103,/val2014/COCO_val2014_000000001103.jpg,A lot if birds are standing at the beach shore,740822.7185058594,744822.7185058594,864.8648648648648,600
0,471118,/val2014/COCO_val2014_000000471118.jpg, a street sign with the red light glowing brightly on it ,748685.1701660156,752685.1701660156,800.0,600
0,455716,/val2014/COCO_val2014_000000455716.jpg,A row of motorcycles parked together on a grass yard area with a house in the background.,756803.1779785156,760803.1779785156,886.8360277136259,600
0,561578,/val2014/COCO_val2014_000000561578.jpg,a brick clock tower in the middle of a street,0,0,450.0,600
